# x psi2_state_0 psi2_state_1 psi2_state_2 psi2_state_3 psi2_state_4 psi2_state_5 psi2_state_6
2.395734890000000145e-02 2.154334757956925636e-34 3.015330158076096258e-33 6.678820670439355402e-37 5.275310226975901940e-37 4.026558298413866305e-34 6.173724878082488711e-34 8.769590860305954095e-35
2.452776190000000023e-02 4.106860769663293088e-34 1.204207321758147667e-33 7.275665664158007628e-35 9.850668641277211010e-39 1.326111447162799758e-33 2.686513514473799962e-33 1.282086045184493599e-34
2.509817500000000035e-02 9.144917701483327210e-34 3.671494872780363251e-33 3.468155728719415830e-33 2.520802068631180561e-34 2.786286227506142545e-33 3.695005068537962945e-33 5.156516582229190947e-37
2.566858810000000046e-02 3.375753156547604079e-32 2.646800807585214555e-32 6.624504732418379120e-33 3.171647383215235239e-34 3.392951352392569623e-34 2.609353694508720039e-33 5.239362716523099993e-33
2.623900109999999924e-02 2.276299960117239814e-33 7.664063746928233130e-34 4.387560243041220405e-35 2.938334070906520344e-34 2.220679619236709848e-34 3.743804014415370067e-34 1.242080714286744837e-34
2.680941419999999936e-02 4.296354376265637942e-33 2.885679468615909489e-32 7.977283696330314850e-34 5.692919275251642704e-33 7.061909385620518690e-34 1.011881565811086652e-34 6.334317739374595566e-34
2.737982729999999948e-02 1.504113493238889000e-33 5.270571289449556449e-34 8.566694103675431119e-35 4.279723181651891889e-34 3.294090309842492690e-34 2.089908252281158246e-33 2.339315840715268377e-36
2.795024030000000173e-02 5.574546183562568531e-34 1.112297145490799323e-33 8.649190850633692081e-37 1.606886787935677769e-34 2.027929468498063062e-34 1.449009298687001210e-34 2.135564748129116016e-36
2.852065339999999838e-02 1.305835901099011796e-33 7.117328826098889833e-37 1.053917218825740335e-33 6.367580290806606260e-33 1.248287031076923370e-32 1.737794960453696417e-33 1.980592998017390518e-33
2.909106649999999850e-02 2.382170102146651213e-34 4.338356100556138143e-32 1.613088945065934648e-32 1.822675910483561246e-33 7.826422841923583725e-32 1.092453261704785369e-32 2.294787646757734334e-32
2.966147959999999861e-02 1.043752529555977803e-32 3.184651167682836085e-32 2.468307813724027284e-32 1.912732646928434186e-32 2.008860082954524830e-33 8.687099665062664155e-33 7.054574815644337938e-34
3.023189260000000086e-02 5.269987372323302707e-32 5.271602068696127154e-32 1.478826816323669633e-32 5.400466576506061656e-33 2.052130595239122813e-32 4.198286565375419743e-34 8.635036738807473224e-32
3.080230570000000098e-02 5.204903577425034535e-33 7.855775405338442460e-32 5.831690468008651711e-32 3.781345405782146907e-32 4.830741714177443285e-33 5.655357956103226459e-35 2.410611916774946645e-32
3.137271879999999763e-02 3.554631673368459598e-33 2.698052799892360610e-32 1.240823218303841541e-32 1.476150243740474973e-32 4.842339958730198793e-32 9.065596125550333740e-34 3.636627469503062457e-33
3.194313180000000335e-02 8.847515119713085226e-32 6.177779066397101907e-34 1.047309341177253490e-32 1.077374311077572845e-33 8.492821008044747571e-33 2.212123050736425571e-33 9.948045724188247241e-32
3.251354490000000347e-02 3.772995180066849527e-35 1.874483371228470899e-35 5.458697129545930929e-38 3.628184991601199878e-34 8.579243282689500239e-34 5.961545465562017676e-34 1.546836157475093818e-32
3.308395799999999665e-02 7.463426098414495176e-31 3.080268026219260965e-33 1.403009486144053677e-31 1.258226664482943032e-34 5.467548811614523934e-32 5.600927661426287333e-32 2.059919893435384127e-31
3.365437100000000237e-02 4.291149819670124668e-31 4.590499692832689763e-33 9.215405160724254420e-32 1.130386616385968694e-33 1.438617541561314349e-31 1.355712271254207492e-31 6.901544314072853855e-32
3.422478410000000248e-02 1.276259282660910163e-31 8.847480522647008213e-31 6.264733968077471519e-31 7.342889188865385129e-33 2.405401932367320558e-32 5.545460076394251345e-31 5.275933756843177072e-31
3.479519720000000260e-02 2.979865445962202387e-32 4.407915081984114214e-30 2.218135789684310011e-31 4.725751302034608876e-31 2.842670316602258925e-32 1.628356091403568628e-31 6.668581043348092174e-32
3.536561020000000138e-02 7.662937484145808084e-35 1.414349650877423972e-30 5.819645573226828139e-32 3.331678323134605097e-32 1.169556611979881692e-32 1.493662874601946981e-31 6.579731411443746248e-33
3.593602330000000150e-02 2.303599243839176656e-31 4.069617429209729185e-30 4.770996576800480525e-31 8.175733566249034249e-32 1.439393938801997213e-32 1.372335680194206090e-31 1.709741518383703721e-31
3.650643640000000162e-02 1.709267451765202130e-31 5.095208707662117254e-31 1.542727864745526171e-31 1.870038234798049269e-31 3.953988587219983879e-31 7.105214779356863591e-34 8.719209290803398998e-31
3.707684940000000040e-02 5.760658429722766239e-33 6.922177548267046518e-34 1.352984418450814919e-33 2.981358752809801463e-33 5.709590378566214621e-34 5.066740263341106926e-33 1.349274349375431237e-33
3.764726250000000052e-02 9.701188589264658665e-31 2.852751628752320146e-32 1.929153015740993000e-31 5.336693696097619686e-31 1.206529569565537808e-30 3.479615003861507317e-30 3.378908501266451142e-32
3.821767560000000064e-02 1.684840770228698904e-31 1.336148369500897645e-30 3.470758816827985927e-32 6.223285031166296547e-32 1.449592864135471900e-30 4.163996285625408408e-31 1.692726408374398209e-31
3.878808859999999942e-02 1.628615424780533339e-34 3.849697426108257508e-33 7.011773245815578769e-32 6.870895558798649918e-32 1.171686882552322910e-31 7.144389922902229391e-31 1.530650359634172157e-32
3.935850169999999953e-02 9.567905720330402829e-31 1.343696938270927412e-30 4.506379718480461701e-30 1.453140451868830568e-31 6.130296417547097123e-30 4.110018421140272745e-29 2.917244217575108623e-30
3.992891479999999965e-02 2.185604486366731092e-30 5.014497320179355258e-31 1.670897870708195714e-29 1.092598108490340561e-29 7.704809132088646504e-30 1.494966165863013400e-29 6.513367793231075442e-30
4.049932789999999977e-02 1.840077862719116383e-33 1.309395073265228906e-30 4.957169535021037363e-32 1.248068823257127735e-30 1.947497330480270636e-31 1.091366654945939073e-30 2.108450248597870069e-32
4.106974089999999855e-02 1.622476364183296419e-30 7.070933495877491060e-30 6.608562661804623986e-32 1.042828418926484047e-30 1.094404349825159595e-29 7.141328545240897506e-31 7.837224661747639253e-31
4.164015399999999867e-02 5.258812813192723756e-30 1.845568905792812377e-30 6.608387632622373127e-31 2.208612174520799233e-30 3.619154911731341464e-30 5.253298280908882997e-31 2.492657794675291398e-32
4.221056709999999879e-02 4.776072884870844937e-30 4.014194511816486595e-31 2.572605671649490295e-31 3.930315145510283605e-31 9.899161003248213424e-34 6.453958191098701041e-32 4.278918333778807275e-30
4.278098009999999757e-02 7.409807973819354646e-31 1.435446822226824054e-29 1.908584632617267052e-30 2.244908708681938888e-31 1.712561989204667747e-32 1.059722625611257490e-30 6.106675999104990487e-31
4.335139319999999769e-02 1.136354005077456950e-34 1.383607773203700456e-30 3.879875576573594662e-32 2.022505991901245654e-32 2.498095454294768282e-32 2.496109418354752968e-32 3.727624854501790789e-33
4.392180629999999780e-02 4.298106884608376179e-33 1.374177110844373651e-31 1.950360021227116133e-32 7.038807698198831536e-34 4.238428465495912169e-33 2.823077283626122390e-31 2.107777591125445455e-31
4.449221929999999658e-02 2.650658915473189326e-32 7.009089692983112113e-33 3.900186206266132976e-33 2.652352333027570446e-33 4.222420126997858168e-34 2.746043882282449038e-33 2.695719969424768831e-32
4.506263239999999670e-02 1.434297225497502205e-33 5.707765101015658234e-33 1.741059785866307200e-32 3.960356451778794205e-32 2.898434498590208261e-32 1.498353316296457912e-33 7.328565013971847129e-33
4.563304549999999682e-02 7.544390187690575451e-33 7.983864611816590050e-33 1.317497837713778675e-33 1.892443598480740799e-33 1.013674750069329852e-34 8.819881747661068745e-34 5.776800522430396600e-33
4.620345850000000254e-02 1.761786986594104201e-32 9.602790581311833709e-33 1.043709821316805682e-34 8.132753968788664777e-34 6.486541968727575454e-33 3.930883213753472021e-33 2.418466129475823074e-34
4.677387160000000266e-02 2.724310768482699699e-33 5.501620782244463971e-33 3.590160512536778660e-34 2.567025874039420352e-33 2.000008123710677360e-32 6.013816446713426150e-33 1.060875427427547101e-34
4.734428470000000277e-02 5.009275939531519302e-34 2.532116104333125388e-35 2.252134942692492841e-34 7.251239386884172868e-34 2.245475914825705027e-34 3.540183855407348672e-36 1.541636079238101161e-34
4.791469770000000156e-02 1.091719189773614694e-32 8.796014616722271781e-35 1.500604899119841157e-33 9.298921842304742575e-34 3.087605916278862295e-33 6.938483446187752426e-33 2.214231366400421712e-34
4.848511080000000167e-02 3.097770107142120725e-33 4.516651107360089100e-33 3.066833463666889384e-33 3.275843651753796001e-33 4.221111380027154582e-32 3.780345817048486592e-34 5.755087495669762122e-33
4.905552390000000179e-02 1.640719897814343671e-33 1.564070038641112148e-32 1.419358819451676348e-32 9.940480218241269125e-33 5.011830743928981163e-32 5.570427039544718920e-33 6.288048944019017787e-32
4.962593690000000057e-02 5.425668856091298612e-33 3.587889542437328710e-33 3.431077092504790795e-32 1.648579464569428152e-33 7.258777762633954036e-33 3.420585736036964287e-33 1.548067483613624247e-31
5.019635000000000069e-02 4.288031350458487765e-35 2.426951541234610692e-34 8.169300553775821058e-32 2.079072300022909457e-32 1.667618518455926550e-32 1.056720953565715883e-35 2.518445752875728699e-32
5.076676310000000081e-02 1.610426589966976987e-33 4.151982395584416242e-33 6.427493817229046004e-33 9.747851609525016042e-36 4.044176540067591577e-33 1.699932215372941022e-32 2.536540687781724383e-32
5.133717620000000093e-02 8.387334090400651856e-33 1.025130592673634272e-32 1.234147483932912452e-33 1.301493619146479248e-32 6.047229974465489534e-32 4.656086569308830591e-34 6.477244089992791591e-32
5.190758919999999971e-02 1.975827506731722691e-31 8.980800446463472367e-32 6.907927257429918781e-33 2.447910785560634683e-34 8.807568609179058583e-34 4.745100381165554204e-33 1.075534502215337213e-35
5.247800229999999982e-02 1.826232881528551179e-32 2.128420491473534934e-32 1.241054047063798872e-33 1.096501788683323150e-33 9.500316727164315500e-33 6.192539089862438857e-34 3.597876727676030926e-35
5.304841539999999994e-02 1.204553922938355622e-32 1.806876318680035100e-34 3.376878484913727302e-32 1.750766058067241898e-34 8.397046694443879535e-33 1.361340388712948628e-33 3.018160166753193649e-33
5.361882839999999872e-02 2.546512541765927539e-32 1.329676928406354882e-34 3.510264781943234544e-35 1.348828481253765109e-32 1.879167710746527697e-32 4.595153992419144402e-33 2.757685275047092058e-32
5.418924149999999884e-02 2.856222113795945182e-32 6.595057502252111557e-33 4.278210046390689750e-32 8.229752693913098106e-33 3.492972741185189878e-32 2.421635749143907708e-32 4.839604224960155882e-36
5.475965459999999896e-02 2.632317109468068346e-33 4.436456822314550367e-33 1.161303290428549381e-32 9.223439911365386187e-34 9.538167001478803479e-34 1.205927704474509599e-33 3.945422200936392985e-33
5.533006759999999774e-02 7.699802728894478007e-33 5.841133668296591223e-34 2.440356087270659040e-32 2.259121596008352997e-33 1.257669760291564700e-32 0.000000000000000000e+00 7.766436368131566138e-34
5.590048069999999786e-02 2.675289382948532774e-32 2.649343129387007062e-33 0.000000000000000000e+00 1.257650771228978439e-32 3.955472722049806731e-32 2.021342976430190759e-33 1.242629818901050582e-32
5.647089379999999798e-02 0.000000000000000000e+00 6.079176195774198682e-33 3.742740035230073027e-33 1.180275772608445667e-32 3.451170608049451247e-32 1.309464047291658751e-35 6.989792731318409866e-33
5.704130679999999676e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
