# x psi2_state_0 psi2_state_1 psi2_state_2 psi2_state_3
4.808443080000000119e-02 3.165608650771986005e-33 5.197137751633533717e-33 7.232794329889638878e-33 1.864345068495277343e-35
4.863712540000000167e-02 2.632148416574334234e-36 5.291999320635399317e-33 9.112584478776869404e-35 1.364407442998267402e-32
4.918982000000000215e-02 7.694389496559583576e-36 3.312829317989430487e-35 1.463459927028154837e-32 2.562177559978214016e-34
4.974251469999999703e-02 2.529280477216494085e-32 2.910588503012383058e-33 8.548628172276670184e-34 1.503444501968342015e-33
5.029520929999999751e-02 4.049970195547938202e-35 6.373305422393314911e-35 2.809658859961685615e-32 1.959382376871831484e-32
5.084790389999999799e-02 3.870458536138834462e-34 1.089026130172272449e-32 1.669510899056118178e-33 9.353412326475714249e-35
5.140059849999999847e-02 6.153826069666967979e-34 1.598863357680543911e-33 3.416767789813967596e-33 9.866473061013734103e-33
5.195329309999999895e-02 3.592619617390135489e-33 1.535150819691650550e-33 4.919448188532983654e-33 1.015923449968738363e-33
5.250598769999999943e-02 4.687996203512928652e-33 1.138351418604184529e-33 7.384134897531881597e-33 4.363439900645523535e-34
5.305868229999999991e-02 1.339506064279873492e-32 1.731115843191793088e-34 2.711602381113661633e-33 3.121121058704917163e-32
5.361137690000000039e-02 1.065841441866205181e-33 3.918188090821510402e-33 1.046622058291549800e-33 7.630190403046135267e-34
5.416407150000000087e-02 9.728492455141929791e-33 1.203551356941604879e-33 8.271985087588150266e-33 3.836177349916525150e-32
5.471676610000000135e-02 0.000000000000000000e+00 6.331618903663365810e-32 4.396814068582977437e-32 4.396814068617732512e-34
5.526946070000000183e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
