# x psi2_state_0 psi2_state_1 psi2_state_2 psi2_state_3 psi2_state_4 psi2_state_5 psi2_state_6 psi2_state_7 psi2_state_8 psi2_state_9 psi2_state_10 psi2_state_11 psi2_state_12 psi2_state_13 psi2_state_14 psi2_state_15 psi2_state_16
-4.480600989999999895e-02 2.353463104517551896e-33 8.945888196306554660e-34 2.909669976376890017e-34 1.994662421917248173e-34 3.213616732981164526e-33 1.920345929274083959e-32 2.560937646405577758e-32 9.300743044102967012e-34 2.087053904379982472e-31 3.750048737724731272e-31 2.277923924283679156e-35 1.904112172432054365e-32 4.673333383261133089e-35 1.837287113101580139e-34 5.082577521212726405e-32 1.912279082018680538e-32 3.277337391183419946e-34
-4.423884520000000153e-02 7.375106758453069322e-34 4.489938135841186621e-34 2.387998972253272523e-32 1.109460292742461808e-32 2.189987992581773803e-35 1.492031870334634938e-32 5.936775184156286899e-33 1.488703590889103046e-33 3.238600528821792646e-33 3.580585422622711342e-34 4.978144702877036456e-33 3.238204458732881115e-33 1.054074822842070046e-32 2.521547746044248387e-32 1.679828087539227836e-32 2.868306536419710146e-35 2.894360975906921791e-34
-4.367168049999999718e-02 1.871503651849884512e-34 7.873543174089253235e-33 1.278819372661052543e-32 1.289673254136339060e-32 1.181561144011466755e-31 7.915199040949487721e-32 1.107489388238402725e-32 4.002474102260614601e-33 9.780469624992289051e-34 6.828526850030261949e-32 3.195528009047901776e-32 5.873731756487074000e-33 3.867919451115274369e-32 9.324786138895882523e-35 1.371938513479361299e-34 3.450715879021973374e-32 7.509311288798409318e-33
-4.310451579999999977e-02 5.984588603212408456e-34 2.370509484266840472e-32 1.961832715161778385e-33 2.680557300740382453e-33 9.552499819744670141e-32 5.021731365934590217e-32 1.778537843528676552e-33 3.634511991037648424e-34 4.808522587193684302e-33 3.001624409971278413e-32 1.680402336358462004e-34 3.074436681181580114e-33 3.558394997308453040e-33 1.128568943618758836e-33 6.927899604018515071e-34 2.741605512785979083e-34 6.040697784095597613e-33
-4.253735110000000236e-02 5.904959105709974001e-34 2.325145542252922810e-32 8.573583390354984759e-33 1.198181714969467786e-32 1.812514071421067705e-34 3.292838463682521875e-34 1.376891145360841256e-33 5.364572581004513333e-35 5.376103483177232780e-32 9.214683882642083290e-32 3.921162312239092243e-34 8.646104111611774348e-34 4.276286182336638001e-34 1.223897401750996997e-33 3.095192228831878728e-34 9.050135899836154771e-37 6.848048689475233345e-34
-4.197018649999999934e-02 3.538202825917127810e-36 1.395976989371020298e-34 5.237429831062235793e-35 7.331202918906675931e-35 4.431553487776873587e-35 3.104241131962343695e-35 5.225549643434830232e-35 6.844902805473393764e-36 1.435805341456533655e-35 8.624803726231728823e-37 2.387133835334651224e-38 3.131069128000155699e-38 1.212830513258537345e-36 5.447877546131191384e-37 3.000262622730648103e-36 1.349324957625333576e-36 1.528534149975527926e-35
-4.140302180000000193e-02 4.943814137161000832e-36 2.084509020757234709e-34 2.860254170304027890e-34 3.980737473699288681e-34 9.743795292979077042e-33 6.317574731119431572e-33 1.843688518424322907e-33 2.568221977698820380e-34 4.881216185719161339e-33 4.169004560646618164e-33 8.149988748505624281e-36 2.258393834670930937e-35 6.843179196892099408e-35 1.088471189201890812e-34 5.453053804466916112e-36 5.910919821849099865e-36 6.370889591123782029e-35
-4.083585709999999758e-02 1.813700534477852278e-35 1.374083154318198858e-34 1.062081248804421560e-34 9.306215752618944330e-35 1.144323986235749665e-34 6.374723346368534211e-35 2.422241165028148151e-35 7.605100878907379660e-37 3.446673358354958502e-34 1.959659316721623317e-35 1.266348495849146088e-35 1.883237930492958987e-35 3.187668851026448848e-36 1.231038373629472746e-36 5.493801519553877301e-36 2.991293187459940204e-35 3.404720806937390257e-36
-4.026869240000000016e-02 6.566745095338629501e-32 6.081620455376745941e-32 8.015041029040187065e-32 9.301311774103587399e-32 4.003117623238020839e-33 1.053598498415281667e-31 5.548222788812399317e-33 7.469366061854781879e-33 6.110493138044497441e-33 6.370529647942852321e-32 1.560310763398801048e-32 1.987697087348089528e-32 3.763423623615206488e-33 9.689289707876848420e-34 2.683472968904665663e-32 1.736694622376670989e-32 1.681062833504606196e-33
-3.970152770000000275e-02 2.177554923614701515e-33 3.408567529260911158e-33 3.828902645769354647e-33 1.543370218970283501e-33 5.623264960896667962e-32 6.267475304599144785e-32 2.910566465783674153e-32 2.969931918281820536e-31 6.445355955177451796e-31 2.830819068256747132e-31 4.828244149641221593e-32 5.669499599097233196e-32 2.073998082623048326e-32 1.039860628335463523e-31 9.927175029953352569e-33 1.725779504045772428e-33 2.008415899226813359e-31
