# x psi2_state_0 psi2_state_1 psi2_state_2 psi2_state_3
-4.310446720000000315e-02 6.607693004469051472e-14 1.019299508441266017e-29 2.376075042072980343e-13 1.659906820270975697e-30
-4.224237790000000270e-02 3.144655793233659658e-19 8.625201251552604893e-29 1.142391350897010200e-18 1.722728941534988225e-29
-4.138028850000000092e-02 7.165146830824474202e-25 1.841389711619537962e-29 2.590266358095149809e-24 2.330774253170273395e-30
-4.051819920000000047e-02 1.333716061564258860e-29 5.690768325637117141e-30 2.887728556381682551e-29 8.223303941350061982e-30
-3.965610990000000002e-02 5.573045731748135346e-30 2.397526209607518834e-29 3.745853658748417052e-31 5.004975588243579398e-30
-3.879402049999999824e-02 1.125835656542359568e-29 4.619503624875654569e-30 1.851181701053312887e-29 2.203635885908915011e-29
-3.793193119999999779e-02 2.032686961753785537e-31 5.061701541380902462e-31 8.126405982522968427e-32 7.331595751415286010e-33
-3.706984180000000295e-02 1.010019763479669910e-29 3.854433552158269490e-29 2.259677002872899157e-30 7.626413778301982244e-30
-3.620775250000000250e-02 8.184183748395057565e-31 7.305251186299060234e-30 1.046222762746844017e-30 8.172573512797826292e-32
-3.534566310000000072e-02 3.112303343235722817e-30 5.292663985511143894e-31 6.071539339347888746e-33 1.147717403390044199e-30
-3.448357380000000028e-02 4.809759157066259945e-30 5.974874590725937740e-30 2.178396043618362557e-30 8.709575510605619696e-32
-3.362148439999999849e-02 5.429654473896073980e-32 1.111516027074047063e-32 6.594668245416782269e-33 2.130181623719683678e-31
-3.275939509999999805e-02 4.294624266567203924e-30 5.640301483168991305e-31 7.498119394063952548e-31 2.137940845755478745e-30
-3.189730579999999760e-02 7.446358692006851922e-31 3.215608152298282974e-33 4.319194101388949773e-32 1.777030152522859014e-30
-3.103521639999999929e-02 1.256886080411664875e-30 4.167369323381884197e-32 1.023420263802226756e-32 1.592419510510917216e-31
-3.017312709999999884e-02 3.833339171271172187e-31 1.038021703648603761e-31 6.178156414261588140e-32 6.868677414648595292e-32
-2.931103770000000053e-02 1.402772565555127370e-32 2.228469659730404261e-31 5.082761446430695530e-31 1.284726082754346593e-30
-2.844894840000000008e-02 2.960245379065085238e-31 4.885772638385780293e-31 1.345736773547112226e-31 1.165131291195798788e-31
-2.758685899999999830e-02 5.452011585777345699e-32 1.073987237011446047e-30 3.288660277717846824e-31 9.448109957387366815e-33
-2.672476970000000132e-02 3.237110772297343406e-31 7.411588989346257964e-31 1.692400068604197040e-31 3.044300538008722756e-31
-2.586268029999999954e-02 6.820029874656687102e-32 2.021075546440903100e-32 8.787923256335557939e-33 1.335813574185153643e-32
