# x psi2_state_0 psi2_state_1 psi2_state_2 psi2_state_3 psi2_state_4 psi2_state_5 psi2_state_6 psi2_state_7 psi2_state_8 psi2_state_9 psi2_state_10 psi2_state_11 psi2_state_12 psi2_state_13
-2.355713530000000042e-02 2.765491536735250540e-31 6.800919066459682518e-31 1.040356406559015048e-32 2.673434972946107706e-30 5.959015596991039394e-32 1.195448483959865167e-30 2.691508312646733631e-31 2.665297124853308860e-31 8.563163427618569703e-32 6.296314552652059322e-34 2.528905172135202609e-36 8.531894155301396358e-31 3.406147255807960654e-31 1.052676958874556144e-31
-2.265109159999999927e-02 6.138922847474256421e-31 6.675464061981183167e-32 2.718709600814618601e-31 1.902216700405268819e-31 2.907663801032333954e-32 2.671334472260068846e-31 1.823445400184308882e-34 2.165911670883980753e-31 1.488190419900251286e-30 4.167484066351289251e-30 1.196200842635204719e-31 2.713674969459445335e-30 2.173831396385719113e-31 1.564367592517796871e-31
-2.174504790000000160e-02 1.979685397335052540e-32 6.131286873579967452e-32 2.958939946457808395e-30 5.684838155301347271e-32 3.321127489062931663e-33 1.789194915110282183e-30 6.143457497173425873e-32 2.361968417524026766e-30 2.363566801676720426e-32 1.621563408504504560e-32 1.763140015681658839e-30 8.810013346155293889e-32 4.271632034478361172e-31 2.874442370231134152e-32
-2.083900429999999832e-02 1.710810977686839700e-31 8.747008609499322870e-32 1.857574049890661687e-30 2.680740827244034238e-32 1.934301615889748299e-32 1.895804256341436886e-32 5.611066295150674120e-32 1.995744151415998013e-30 1.185328120877513145e-30 1.014143532890924532e-32 2.790536156831210120e-31 8.365609454181853523e-34 2.943432657300702089e-31 6.064877369367945758e-32
-1.993296060000000064e-02 2.303752698715495131e-35 5.965590358002391510e-34 2.333220275323464863e-32 5.484299008900430300e-33 8.600246580570752593e-33 5.507141062420513527e-34 1.150226798410521463e-31 7.679520485696460606e-33 9.989336511833688351e-33 2.058990075016489137e-33 2.039565784989869450e-33 2.443883799029552999e-33 6.670336688813546724e-32 1.307041302152032703e-32
-1.902691700000000083e-02 1.659476285995641327e-31 2.317063921422900730e-32 3.359459417644699823e-32 2.382428879381031286e-31 1.550920284338809602e-30 3.786151901485964115e-31 2.858640928516235562e-30 2.475606838284089526e-31 1.023526188322883279e-31 3.344924530382995877e-33 2.372199443114388822e-31 9.441584943185792675e-33 8.808257411146691667e-33 1.143771752019045593e-32
-1.812087329999999968e-02 4.361993267705756561e-34 3.742639108675031746e-33 7.783154458834119990e-33 5.195107303178757858e-31 3.955951667421808744e-33 1.397587123906568558e-31 5.769752840908058530e-31 4.304457860081418994e-31 4.015919876433097142e-32 4.090575850815163212e-37 3.808805121959167802e-31 2.129929873206441565e-35 2.122271921023295596e-32 1.761318371172423265e-32
-1.721482959999999854e-02 1.487830463753578913e-34 1.380171019870704142e-34 2.428525467774813198e-32 1.238220594868993904e-32 3.603339840221809024e-33 2.279323662425168326e-34 3.201264200572167771e-32 9.144281030783799746e-34 5.773646584039372168e-33 1.044890279759998360e-34 3.233762011954483164e-32 3.358123703665979159e-34 1.704790584769257274e-35 6.926815584108729267e-34
-1.630878599999999873e-02 3.149079572589182108e-32 8.590794881104653121e-33 2.103492483583262520e-32 3.168868432301806110e-31 8.961977716903902052e-33 8.945404129287319292e-31 1.572223378468620556e-31 9.935556179858580525e-32 1.247360353256461867e-31 1.192013908884113771e-33 1.390561359658427744e-31 3.349646800126267049e-33 2.240529186635724004e-32 5.921695837381295226e-32
-1.540274229999999932e-02 7.867000395784361760e-33 2.674605170438719600e-31 1.149055179688387669e-31 1.178143711310597310e-30 2.440270280086952898e-31 1.845407274630570221e-30 1.061309650114087050e-31 7.287718791257327470e-31 7.971450375035671211e-32 3.458075358602702354e-34 2.895205820086968719e-31 2.116592889510977836e-33 9.585032935622222249e-31 2.351253079657868009e-33
-1.449669859999999991e-02 1.260052208314306731e-33 6.758598186182455666e-32 1.776752079946155730e-31 4.521409221659306629e-33 1.041401731951924901e-31 2.881997508952283793e-30 1.796957257600967901e-31 5.530379849294052983e-31 1.327337008033099747e-31 3.221219451853096408e-33 1.054638297882560955e-31 4.166034017790499530e-33 4.438394433902609067e-31 1.991010028680789067e-32
-1.359065500000000010e-02 2.344138385438326928e-33 1.823613576566563877e-33 2.019008413271201436e-32 1.017579566559672456e-32 1.075470927228375819e-32 5.484817418029106943e-32 2.710738950387466402e-31 2.056338735494349304e-32 1.618840975109335986e-32 9.356772131733815852e-39 3.434564765623408943e-33 9.177457756697322453e-36 1.740620368642294200e-32 4.603354181214098680e-32
-1.268461130000000069e-02 1.901685474327833084e-32 1.097090837787216546e-33 2.184887195088280651e-31 9.466742710116367260e-34 2.338034343797337213e-31 2.856066057403405979e-32 7.562106698723214859e-34 1.989200958966972131e-33 2.780862900047431388e-32 1.012084091677254837e-32 8.080874907908406203e-34 2.087254579791990044e-32 5.951325530606308732e-32 1.544450376585852886e-31
-1.177856759999999954e-02 2.480408836674171688e-31 1.074663105507895741e-34 6.935531680169442279e-33 1.762968501878756887e-34 1.881622053489281019e-31 2.529962927376213869e-32 9.223404920233767426e-31 2.144244199872636699e-36 1.443147906978664664e-35 6.703618927033510353e-33 6.186169264281693403e-33 1.432551542172185548e-32 6.873533530689901852e-32 7.861305791044628555e-32
-1.087252399999999973e-02 2.135470920646951585e-32 1.273495134692819236e-34 6.480657154300191616e-32 8.587326285566034896e-32 1.396124150153090553e-32 3.632821551342038344e-31 5.022029195985191964e-33 3.683396038442740863e-32 1.569429422679080013e-35 2.475508404970564220e-33 1.005332356848762523e-32 5.442763463136687330e-33 3.038818283825143031e-33 8.559986212106151293e-36
-9.966480300000000320e-03 1.227930415865601288e-34 1.507506760191858926e-36 1.795975663337561429e-33 1.996319461992307891e-32 1.201437275597458328e-32 7.028346834406530003e-33 5.869858780012135286e-32 5.085516450037930930e-33 8.309877665431039181e-36 4.913510812292200153e-35 9.923336918613794447e-34 1.209292960679243790e-34 3.418921125619106387e-32 1.522259054347445823e-33
-9.060436599999999174e-03 9.111168552962644227e-33 7.528884762110745457e-33 3.086433973479365998e-33 4.008453683745737589e-32 4.679798701328846307e-33 3.901281514973173966e-32 1.516657268321308137e-32 9.336852105042466259e-33 1.317783243882531812e-32 4.843424582243426643e-35 2.618988621806936931e-32 3.371266281845656487e-35 5.937100813556783594e-34 4.190562917652147020e-37
-8.154392999999999364e-03 3.182931983597703297e-33 1.649722438691423122e-34 7.086054363757297613e-32 3.273476331414800960e-33 3.040785423912821183e-34 8.328211787504656224e-32 4.243336061219366745e-33 1.043506097099005020e-32 2.987452956752676082e-32 1.104181526602615169e-35 2.198442205915463000e-32 5.697989155148444386e-35 2.709750638354013425e-35 3.259416322692307479e-33
-7.248349299999999953e-03 3.549598438465498974e-33 9.983032697666795599e-35 6.600967978917703007e-33 1.984220012933285416e-33 6.760357467323384093e-35 5.625012320967056165e-33 5.328788802929782561e-35 2.972846212701714896e-34 3.064388516305593507e-38 1.314556124502704133e-35 3.928780691963940991e-34 3.305332394544096538e-35 7.364030129209367550e-34 2.881783666933554275e-35
-6.342305700000000143e-03 1.154737456276320104e-34 4.700514409867432087e-36 6.197248564287453046e-33 1.948076504351985409e-33 6.872293266445848054e-33 1.477861625049351125e-32 2.808456054862835091e-32 4.650393693496100515e-33 5.555962529482089479e-35 7.253579544670463812e-36 1.570129228088741755e-32 6.309981393381132802e-35 5.912357891227384079e-35 6.731030903473626921e-34
-5.436261999999999865e-03 3.001387710245571481e-35 9.524410671510464216e-33 4.509939295005893807e-36 2.396693483831152447e-32 3.509027542285876719e-33 1.018224531291508866e-32 1.035950006737521239e-32 1.487118398501717472e-33 7.947957733494219543e-33 1.723350170855094375e-35 4.065173065158237910e-33 4.919373155637820673e-35 3.062524541511572520e-32 5.057788425280300798e-34
-4.530218299999999587e-03 3.223985836653662891e-37 7.874044020572033308e-34 7.092656252201690340e-35 9.704323427112445348e-33 1.922886462033635586e-33 4.346215537539997018e-33 4.207850639011994445e-33 3.453012416177444292e-33 8.706446435657209919e-33 3.809559982600824216e-35 7.009884352126421061e-33 2.581552560445292482e-35 2.789598758084390726e-32 5.881577908633162692e-34
-3.624174700000000211e-03 2.485136399832079955e-38 1.583016431914966448e-35 6.744240108176571242e-36 2.049734332206010336e-33 1.711134581693900977e-34 2.337266772708722669e-33 4.171182942905697643e-34 3.043591836108377691e-34 2.214786666322697474e-33 7.496651503275041886e-36 6.701747106456774713e-35 1.326895063736358854e-35 4.872326261551664924e-39 8.466071187972534940e-35
-2.718130999999999933e-03 2.844761877021616902e-38 4.743960472640234125e-34 3.468306200973967874e-37 8.794336802134578392e-35 1.860902997383298284e-35 1.937223167636889688e-33 5.032211335021055571e-35 2.347196269417359985e-34 2.477186325502769051e-33 2.292275071024913362e-36 2.135428606998275598e-33 9.586661180003028002e-36 6.568115933891864173e-33 4.042343545624855375e-35
-1.812087300000000088e-03 2.540078366539556809e-38 3.553231268008187427e-34 3.307915944894765070e-38 1.915943260413058664e-34 3.379735289667825584e-36 1.567047134907296869e-34 6.739585953690174527e-36 4.006971553728270076e-34 1.665825890152813665e-33 4.699021062554586092e-36 1.251449970930601532e-34 5.101826607332946480e-36 1.288419658298418570e-32 2.037780107041707983e-35
-9.060436999999999528e-04 1.856353321905397063e-37 2.919062240663236620e-33 6.008312202275777506e-36 7.440193685634455911e-34 4.168970984086460408e-34 4.001295423335544076e-33 8.737150996254143257e-34 4.076321898067785743e-35 1.191708236267729214e-33 9.167303444347222407e-36 2.980478543657928487e-33 4.722861711940488477e-36 2.436283236480651556e-32 4.304481713252342629e-35
0.000000000000000000e+00 3.354981703059673664e-37 5.166569387219218087e-33 6.195157939311857524e-36 6.539482374899457570e-34 4.627797491854346828e-34 5.416684519189598613e-33 7.805014436066757513e-34 7.265572290396993190e-33 4.244902262417959545e-33 1.786552640611432684e-35 1.287580818193923959e-33 3.018292635529102197e-35 3.705443232239364246e-32 2.070830743118640235e-34
9.060436999999999528e-04 5.210476451115544058e-38 9.126216451083354718e-34 6.378597655070073743e-36 2.521737151674018561e-32 6.976046977734871294e-34 7.095383161639870956e-33 1.134769488289853325e-33 3.692133886626504081e-33 1.899903363814151809e-33 9.816798003758404116e-35 7.108618767671592073e-35 2.164199872110982245e-34 4.202057534120413647e-33 6.602759959412072676e-35
1.812087300000000088e-03 2.335205619333569266e-38 3.324064953414228339e-34 9.680851728748304448e-38 1.138175735712001483e-32 1.528827381630910970e-36 6.487889014618561691e-35 2.226475791729427296e-37 3.958948461451938422e-33 1.178951170005743931e-34 4.060939706350557324e-35 2.319757440187801167e-33 5.379920979184553899e-35 3.832573218801588204e-33 2.745997653607712729e-36
2.718130999999999933e-03 3.920216994017013963e-38 6.301603476726138980e-34 3.205557084423782952e-36 4.009549786798856336e-34 2.538564064880904487e-34 8.698639385263308359e-33 4.502262812552311118e-34 2.579041689367879633e-33 1.823914890431384608e-33 2.026952764604225514e-37 1.121548328060151455e-33 7.840927525181353844e-37 1.103410275057376874e-33 8.120007167865711135e-35
3.624174700000000211e-03 1.161193645628966829e-37 1.871623781401966181e-33 2.631893861328064188e-36 1.431427991181243405e-34 1.303499314149142413e-34 6.124510186328200778e-34 2.475898428114036033e-34 1.038621487623644375e-34 2.327206844551916136e-33 3.661403268496901711e-36 1.618498931441919405e-32 3.924879193665834367e-35 3.653536001878644707e-36 2.491379228604430161e-35
4.530218299999999587e-03 1.789722214305375580e-38 1.084019889947677941e-33 1.442537886811472454e-37 2.426627264581183262e-33 9.495688182214977615e-34 1.279976185822318306e-33 2.320166114001184155e-33 1.682296112987143626e-34 1.849955715103847164e-33 9.082694266668115296e-36 1.690869537152065014e-33 6.289129373116940231e-36 1.101999175623569286e-33 2.047398889514728086e-34
5.436261999999999865e-03 1.821153385658860687e-35 5.976552692979999581e-36 7.828033409983382660e-34 1.239402841481726763e-35 4.482514684279850081e-34 2.704500971698320948e-33 2.010316780953307486e-33 3.613935375491251580e-34 6.362011996598163348e-36 1.816057176561015300e-37 2.809054085009125399e-34 1.376586598593992151e-36 7.403275228556102276e-33 2.796927094483605131e-35
6.342305700000000143e-03 3.156331568726117460e-33 6.223197694227997962e-35 1.732352106672712562e-32 2.577013768337755289e-33 1.273872407990851332e-32 1.094356497263099194e-33 5.142100801330794431e-32 1.646139907085626139e-33 9.699478695241527256e-33 4.289835151716644376e-36 1.993544300744000859e-32 4.144275541957836944e-35 1.131465500506851649e-33 1.477840273503658820e-33
7.248349299999999953e-03 7.357768630221475755e-32 1.077947563811465478e-33 2.526273919436320541e-32 2.186105800142416537e-35 4.298677158574097980e-32 1.171990850177515783e-34 1.771767348383618823e-31 1.089908747986830216e-32 6.812654254907366913e-32 4.082298882486214125e-35 4.469531552561071381e-32 2.514751131269305572e-35 1.363061915299505466e-33 1.176823474225953178e-32
8.154392999999999364e-03 7.526960376751734590e-33 2.318308797695528926e-34 6.743984212791514200e-32 3.167083056674923023e-32 2.919376107305085028e-33 4.608531618606699268e-32 6.196038164072305374e-33 1.517332023596298719e-32 1.840837232648879057e-33 1.994001542024353519e-35 3.727408362899389821e-35 3.117898060117171542e-35 2.887234903458763022e-37 4.751870167813495610e-34
9.060436599999999174e-03 6.217889990049920182e-34 2.056246534750117833e-35 3.166659160042436027e-33 6.194225695699928177e-34 5.325929641096046008e-35 2.030652454264419464e-33 5.155684843211024122e-35 1.322121377529116858e-34 7.129996634020286292e-34 7.679529900032265844e-37 3.131750713530051061e-34 2.277795128289981222e-36 3.573041888395688904e-34 4.280344986004729974e-35
9.966480300000000320e-03 3.493965518321670477e-35 7.574259000491161099e-36 5.866767575536210801e-34 6.858872617195034853e-34 9.319932571689551665e-34 3.611737153278612192e-33 8.442049340380787571e-34 1.635901462564946626e-35 7.231908118546531950e-37 1.076968939870355148e-35 1.252406689565067160e-33 3.330925539428398738e-35 1.480270156387898412e-33 4.252282683989283702e-36
1.087252399999999973e-02 1.413111548809161043e-33 5.353148175481103753e-34 5.290783147944149458e-32 1.197271814803675832e-32 1.496757327531948358e-34 1.320582114969869448e-31 1.319414627076209186e-31 3.918848873765480888e-32 8.757146043476297741e-34 7.776629959765767878e-35 5.847039022465964384e-33 2.049161606826553503e-34 2.769017655011054293e-34 1.487283586754011909e-32
1.177856759999999954e-02 4.918674726774871166e-31 1.847263217535863003e-37 1.686040244162349243e-34 8.047019040296191551e-34 2.946611682558048230e-31 1.491838835054403224e-31 1.704259058789447303e-30 5.430078055305472316e-33 1.268607788245366831e-33 1.464916235803299988e-32 4.843340508551245155e-32 3.225283177214008132e-32 7.750634826331087796e-32 1.346387299786404573e-31
1.268461130000000069e-02 3.341382798184391142e-32 1.203568662612636278e-33 4.664269018103336473e-31 1.299489758404364926e-32 2.802232059453176866e-31 1.478174094134737311e-32 9.872681744977064846e-32 5.103732357933014117e-33 5.191144968495718613e-32 1.905627024280745063e-32 5.418402563792740575e-34 4.000219590497893137e-32 1.109274891056332099e-31 4.058264644732353664e-31
1.359065500000000010e-02 1.521773071544694308e-32 2.191517811991423285e-33 2.686359725893586342e-33 5.011696560913408394e-32 7.160570333991353456e-31 1.225895083366586732e-31 4.121212317024635583e-30 4.116266382380128009e-32 2.586819889115986088e-32 1.955706332277350071e-33 1.047256505976811688e-32 3.486895351140331397e-33 1.821106501828556655e-33 1.943136312907475371e-31
1.449669859999999991e-02 2.251155958428088113e-32 5.625525795248728892e-33 7.552803828222672304e-32 2.492573959281533670e-32 1.223774355113752455e-31 9.572729222036857017e-31 2.692863498159105907e-31 1.225101371539761978e-31 3.116826981086413697e-32 1.202413909089553061e-33 1.479338273477325054e-32 1.777223936600056585e-33 1.159593710319136603e-31 1.604401261429589449e-33
1.540274229999999932e-02 3.822447644120609601e-35 1.054816200577498115e-32 1.700218040393846229e-33 5.689450220094143021e-32 2.641406581476048223e-33 6.766887194970977703e-32 1.655666804678670382e-33 3.711087621787781738e-32 2.240416602475740578e-33 1.328084237828900491e-35 2.499163747464188864e-32 1.178926660778279017e-34 5.484812338843307906e-32 8.062638868932941038e-34
1.630878599999999873e-02 9.773061825966047359e-33 9.246882821811059997e-33 1.076848130212996683e-31 2.484663848333939979e-31 2.131731315387180430e-32 2.304256383381579283e-31 1.701372779135676919e-31 3.126480021055782257e-32 1.181792611837120957e-31 1.726720011293405626e-33 1.706370804853829802e-31 4.737810780285109312e-33 9.793219722177232166e-34 3.200170592373360039e-32
1.721482959999999854e-02 1.262155895913134807e-31 1.076136897301839806e-32 2.688663075444315194e-30 6.788417171027430760e-31 8.478512606374427097e-32 6.629303987759825605e-31 3.556691372137237590e-31 7.214023784762484312e-33 3.384921393094884172e-31 6.929209856439935166e-33 2.367436952820498581e-31 1.588325231740187059e-32 4.093529707860938013e-32 4.740826519189561927e-33
1.812087329999999968e-02 2.879118152089517315e-35 4.438604203457789501e-34 1.913178169928331432e-32 7.835105145150844359e-32 1.402471293862035514e-32 1.092132773798868402e-32 7.411270709259996056e-32 1.194086840067352932e-31 1.491499180908103949e-33 4.822688476336564863e-33 1.482588351347592057e-31 6.582549426650181156e-33 7.702283264166463599e-33 1.704533397014287795e-32
1.902691700000000083e-02 2.438386961682503157e-32 1.329636095528608215e-33 7.214407220847339939e-34 7.009619861416181453e-33 5.070525329003308377e-32 1.441731011483583443e-32 6.355913747574800693e-31 7.179614488039225244e-33 5.474129768058906037e-33 3.551501370448474193e-34 3.135675271528596928e-33 1.165512638645389329e-33 7.265028798874784681e-32 1.410680842815459941e-32
1.993296060000000064e-02 1.151200828150482630e-31 1.110850938690428290e-32 1.765901758598758897e-33 5.413265101675014532e-32 2.038498711648120635e-30 1.061494625833265058e-30 8.392516807604250680e-31 7.403814627614273506e-33 5.614033228627574245e-33 1.164539783067707967e-34 2.202800317666744719e-31 8.410714902323231127e-34 6.552964310064323506e-30 8.476054923671169457e-31
2.083900429999999832e-02 3.079933890613456663e-31 1.137932202231267835e-31 3.217192088029534860e-30 2.613548038399030768e-33 7.248288470442526226e-33 3.281612468039260019e-31 3.094920653564067602e-31 1.943371162485552946e-30 1.809111213789804862e-30 3.078206521722799123e-33 3.072847534291628264e-31 5.824922032843524828e-33 1.241141260502121599e-30 2.308885882436601967e-32
2.174504790000000160e-02 4.263890714719586537e-32 6.379925457316939049e-32 8.561939510825790988e-31 1.299100153509470019e-31 2.621154043533727139e-33 2.674562740251578565e-31 7.544460215794830545e-33 1.092980695876528507e-30 2.400619562836048730e-31 1.168329224683154105e-31 4.274968922807808575e-31 1.120234076605128561e-31 1.039435595071928208e-31 1.054575434061700891e-33
2.265109159999999927e-02 7.056425167270179007e-31 3.018016370423269020e-31 1.160886776251203431e-31 6.584781490923578205e-31 3.948561011380871986e-32 4.658787964267275622e-31 1.025636397861110930e-33 3.493821109663978679e-31 2.129398942898591337e-30 1.637895501151291395e-30 5.898624680581191384e-31 1.030344204056996526e-30 2.250764443403173744e-31 1.776625000426837457e-31
2.355713530000000042e-02 4.910540088883154384e-31 5.117799295011088214e-31 5.391143022622888134e-32 4.184309199203432711e-30 1.233033676495140072e-31 1.889384117612547951e-30 1.423795600364780352e-32 4.936542091947633594e-32 4.811694052568373878e-31 5.499612947647494442e-32 1.964287197549736329e-32 8.466806405476938657e-31 8.278190898016687308e-31 7.716650404871988428e-33
2.446317890000000023e-02 2.947380361695978885e-33 3.827081530078547085e-34 1.303194211317487594e-34 1.035920321430414424e-31 6.361741763263066797e-34 3.140321819073579229e-31 5.570772777138209104e-34 4.223042252322483711e-33 1.817722023462040910e-31 1.985589717127852501e-32 2.446926061706278489e-32 2.847818082878527960e-32 1.265972409544754352e-34 1.653560516595083088e-32
2.536922260000000137e-02 7.626213202476947890e-33 8.286384615308540574e-31 1.189603629609042639e-32 4.174439141087107073e-31 1.680002394188188340e-31 1.668948615419778471e-29 1.133856372809337508e-31 8.569674747128346335e-31 1.271968656866455075e-29 6.508855429069489920e-31 1.805302261217505637e-30 1.321364721107477901e-30 2.830320700538484570e-31 4.994528138224598201e-31
2.627526629999999905e-02 1.687813193789145847e-32 5.364122717438453433e-33 4.682822492501516351e-33 5.385304810288999302e-32 1.695159983603922720e-32 1.740611004988813786e-30 6.531883159946249893e-34 9.959590981702075042e-31 1.794105553695766955e-30 1.426910434429081725e-30 2.177074014997607778e-30 4.347264633528575765e-30 1.175354693097479005e-30 5.856886469004544465e-31
2.718130989999999886e-02 2.004570547816560370e-33 1.086242599601316015e-33 2.513877166972475112e-33 1.774793306956946635e-31 5.260470913133435254e-32 3.384465664811382510e-32 6.293614862787024628e-32 4.648824541321425118e-31 1.214497960929844624e-30 8.990364022061431846e-30 7.233474000069204401e-33 3.880967805022044206e-33 1.224524780422935083e-31 1.796267571013606487e-29
2.808735360000000000e-02 3.581343480866354302e-32 4.286137188239305172e-31 1.262984387051852738e-31 1.163687475353700352e-32 8.981338562111332661e-33 1.589204491425392325e-29 1.413475768328230113e-31 2.245247088582001527e-29 8.755244215707846340e-31 2.220061502740710437e-31 1.231116586275276934e-29 2.114311514912663043e-32 1.881598352789907647e-29 4.311560529380653741e-31
2.899339730000000115e-02 6.036242892550455530e-34 1.327842569542692886e-30 3.359221076743396588e-32 3.498263898912353634e-30 2.219964204842760281e-30 1.104394400557490241e-29 5.948897087332367758e-30 5.086104252103695430e-30 1.550260053050665713e-29 4.247317553961546582e-35 3.420282796398845964e-31 2.979038798271809851e-33 6.336599395675579151e-28 5.982987584737381041e-28
2.989944090000000096e-02 5.106927985553579005e-31 2.430716913559412767e-30 2.625953319260220396e-29 1.366406120476581901e-28 2.021860676404099953e-28 2.042684811022391027e-28 4.852440807605491328e-28 8.202952353322083083e-28 2.313423474243749008e-26 1.155210773928009723e-27 2.630381846299058303e-28 1.754792245338335112e-27 3.076517243023581884e-24 3.298152636132877817e-24
3.080548459999999864e-02 2.410221643291990615e-27 1.138906495538219631e-28 9.618396799327522242e-26 4.953868706936343385e-26 9.710084847276910114e-25 4.219184314634903474e-25 1.035696445489521214e-24 2.853455267763470926e-24 7.734203682893884499e-23 3.862408710161387726e-24 6.756281660432635118e-25 6.150570150618516406e-24 9.463638521569309792e-21 1.017983969928864629e-20
3.171152829999999978e-02 7.205938183955979256e-24 2.955907283271792729e-25 2.745773293985529422e-22 1.510406554577285937e-22 2.651121845384859941e-21 1.158161582388585707e-21 2.753706326802001860e-21 7.561300212452112433e-21 1.936982346838745997e-19 9.625251485660641182e-21 1.694967080120957680e-21 1.541146131662250116e-20 2.119260541390813543e-17 2.279590137379345234e-17
3.261757190000000306e-02 1.578519462320029920e-20 6.409807916983029517e-22 5.691748828838584189e-19 3.131515702753152636e-19 5.223355695968522195e-18 2.282203588844390851e-18 5.258291641493829310e-18 1.443952960338829006e-17 3.450778984488628138e-16 1.714802193376389191e-17 3.008307212583379644e-18 2.734892124865757460e-17 3.302100760767702015e-14 3.551916184890691090e-14
3.352361560000000074e-02 2.449889552357746526e-17 9.946260156466755944e-19 8.271476999218861652e-16 4.550734402008131114e-16 7.141575318534164335e-15 3.120305200841991170e-15 6.926220749886004695e-15 1.901977921639879567e-14 4.179082100231931570e-13 2.076718612440274752e-14 3.625910049839401898e-15 3.296374658661697462e-14 3.395015674314572754e-11 3.651860542903121202e-11
3.442965919999999708e-02 2.584673403508208284e-14 1.049338027815157197e-15 8.055107773108848553e-13 4.431698717207726651e-13 6.453662381476152461e-12 2.819741691293302083e-12 5.977766600724305617e-12 1.641527253496539101e-11 3.249436745735046420e-10 1.614748327660315605e-11 2.802607938484132814e-12 2.547897552695829314e-11 2.147103234934683871e-08 2.309539137218640101e-08
3.533570290000000169e-02 1.762384753514714742e-11 7.155008395810938374e-13 4.969189967018492986e-10 2.733911744875698164e-10 3.622449300811557881e-09 1.582724758153609414e-09 3.164517789087951511e-09 8.689938140801240090e-09 1.504044599193015588e-07 7.474075328632336248e-09 1.287258069429608348e-09 1.170267746161959257e-08 7.569665077248132348e-06 8.142336831251718965e-06
3.624174659999999937e-02 7.293521866256963178e-09 2.961056571178534812e-10 1.806638172968247832e-07 9.939626650274623902e-08 1.163403516857113907e-06 5.083156169032972898e-07 9.402320300156168005e-07 2.581928348547538325e-06 3.727112538318140642e-05 1.852120600842702488e-06 3.156404107106538576e-07 2.869539536151768891e-06 1.279490738679545580e-03 1.376288707691685452e-03
3.714779020000000265e-02 1.690873547984190930e-06 6.864683929268345109e-08 3.515268794177526715e-05 1.934004268558240890e-05 1.906485954529649250e-04 8.329840593559255488e-05 1.380299486194872319e-04 3.790377544498791263e-04 4.202458293643728318e-03 2.088335004599875902e-04 3.503523116203197270e-05 3.185111207767163735e-04 7.927168642554634215e-02 8.526886797136905283e-02
3.805383390000000032e-02 1.976991356723642316e-04 8.026277784148152427e-06 3.194791747164016631e-03 1.757686606033415566e-03 1.339587749282515443e-02 5.852942365520295322e-03 8.173709900022661790e-03 2.244545243271521551e-02 1.610948289392047372e-01 8.005313719475836559e-03 1.307068425628261791e-03 1.188277671856920702e-02 9.296673957517891385e-01 1.000000000000000000e+00
3.895987759999999800e-02 1.011716081659971150e-02 4.107410122200915326e-04 1.099886052735262743e-01 6.051270743295491389e-02 2.970056874081004050e-01 1.297680701816405213e-01 1.317793490354703390e-01 3.618732676553090277e-01 1.000000000000000000e+00 4.969317620042813799e-02 7.570114003662524460e-03 6.882116702950644149e-02 1.293273845466824390e-01 1.391114554921900615e-01
3.986592120000000128e-02 1.863439586455234720e-01 7.565275237042200750e-03 9.815459872597017688e-01 5.400196230445314383e-01 9.633003734456160316e-01 4.208863189060228494e-01 1.541416227586299426e-01 4.232812888941324125e-01 3.169707770598445551e-01 1.575128467482440897e-02 3.296097217738033335e-03 2.996536869317221324e-02 5.948936648490751704e-03 6.398994603525757011e-03
4.077196489999999895e-02 9.479640801540157868e-01 3.848586899912839754e-02 7.601199483316402050e-01 4.181971026269394320e-01 2.265445772274875258e-01 9.898212001759192080e-02 3.641588390580349777e-01 1.000000000000000000e+00 3.419159826889617282e-02 1.699089117351811409e-03 1.487757297425933416e-03 1.352544934179907357e-02 1.843368958801303394e-04 1.982826295970869861e-04
4.167800859999999663e-02 1.000000000000000000e+00 4.059844650743649891e-02 6.711290581053934723e-01 3.692367608616887176e-01 2.813179174661912807e-01 1.229137515031799438e-01 3.496378147744335640e-01 9.601244766680344656e-01 2.076568679607642613e-04 1.031912932883788043e-05 4.385605379153309329e-03 3.987026882188337423e-02 5.696360322044480306e-06 6.127309990911815512e-06
4.258405219999999991e-02 2.084158569809724526e-01 8.461360020964116962e-03 1.000000000000000000e+00 5.501725136205795064e-01 1.000000000000000000e+00 4.369211623995716831e-01 1.478083750493964788e-01 4.058898458485196703e-01 1.941300894980292277e-02 9.646940743231239256e-04 3.110568512538292724e-02 2.827869634005612531e-01 2.471594943493732066e-07 2.658579784330871489e-07
4.349009589999999759e-02 1.096567302317258928e-02 4.451892896534353204e-04 1.068504283476570255e-01 5.878616874541795628e-02 2.830896156962222077e-01 1.236878439532022311e-01 1.085429172809533604e-01 2.980647608659524606e-01 1.006250991470415829e-01 5.000380782094832922e-03 1.099968851156481603e-01 1.000000000000000000e+00 2.802890774701479890e-09 3.014939322207448307e-09
4.439613960000000220e-02 1.892876066635798104e-04 7.684782773756024097e-06 2.668659598990176345e-03 1.468223159569358865e-03 1.058272167172106745e-02 4.623815054151172131e-03 5.404975901357804598e-03 1.484235811866370727e-02 1.143550538169042091e-02 5.682665838757492869e-04 1.324185398647562129e-02 1.203838997125133703e-01 1.204104304698858917e-07 1.295199026870638926e-07
4.530218319999999854e-02 1.309362076692043474e-06 5.315806621250436015e-08 2.311270140183272753e-05 1.271597302643932473e-05 1.149176166646648321e-04 5.020993865340224460e-05 6.807515349979849882e-05 1.869380781089732466e-04 2.082423295463018710e-04 1.034822277454429501e-05 2.466423854620647068e-04 2.242266998758238143e-03 5.554210509201754569e-09 5.974406047871310077e-09
